Subject,Year,Session,ExamType,PaperNumber,PDF_Link
Neuro Anaesthesia,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Neuro Anaesthesia Paper3.pdf
Neuro Anaesthesia,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Neuro Anaesthesia Paper2.pdf
Neuro Anaesthesia,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Neuro Anaesthesia Paper1.pdf
Nephrology,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Nephrology Paper3.pdf
Nephrology,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Nephrology Paper2.pdf
Nephrology,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Nephrology Paper1.pdf
Pediatrics,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Neonatology Paper3.pdf
Pediatrics,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Neonatology Paper2.pdf
Pediatrics,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Neonatology Paper1.pdf
General Medicine,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Oncology Paper3.pdf
General Medicine,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Oncology Paper2.pdf
General Medicine,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Oncology Paper1.pdf
Medical Genetics,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Genetics Paper3.pdf
Medical Genetics,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Genetics Paper2.pdf
Medical Genetics,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Genetics Paper1.pdf
Medical Gastroenterology,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Gastroenterology Paper3.pdf
Medical Gastroenterology,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Gastroenterology Paper2.pdf
Medical Gastroenterology,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Medical Gastroenterology Paper1.pdf
Radiology,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB INTERVENTIONAL RADIOLOGY Paper3.pdf
Radiology,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB INTERVENTIONAL RADIOLOGY Paper2.pdf
Radiology,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB INTERVENTIONAL RADIOLOGY Paper1.pdf
Obstetrics & Gynecology,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB GYNAECOLOGICAL ONCOLOGY Paper3.pdf
Obstetrics & Gynecology,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB GYNAECOLOGICAL ONCOLOGY Paper2.pdf
Obstetrics & Gynecology,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB GYNAECOLOGICAL ONCOLOGY Paper1.pdf
Endocrinology,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Endocrinology Paper3.pdf
Endocrinology,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Endocrinology Paper2.pdf
Endocrinology,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Endocrinology Paper1.pdf
Emergency Medicine,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB CRITICAL CARE MEDICINE Paper3.pdf
Emergency Medicine,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB CRITICAL CARE MEDICINE Paper2.pdf
Emergency Medicine,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB CRITICAL CARE MEDICINE Paper1.pdf
Clinical Immunology and Rheumatology,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Clinical Immunology and Rheumatology Paper3.pdf
Clinical Immunology and Rheumatology,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Clinical Immunology and Rheumatology Paper2.pdf
Clinical Immunology and Rheumatology,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Clinical Immunology and Rheumatology Paper1.pdf
General Medicine,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB CLINICAL HAEMATOLOGY Paper3.pdf
General Medicine,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB CLINICAL HAEMATOLOGY Paper2.pdf
General Medicine,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB CLINICAL HAEMATOLOGY Paper1.pdf
Cardiology,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardiology Paper3.pdf
Cardiology,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardiology Paper2.pdf
Cardiology,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardiology Paper1.pdf
Cardio Vascular and Thoracic Surgery,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardio Vascular and Thoracic Surgery Paper3.pdf
Cardio Vascular and Thoracic Surgery,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardio Vascular and Thoracic Surgery Paper2.pdf
Cardio Vascular and Thoracic Surgery,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardio Vascular and Thoracic Surgery Paper1.pdf
Cardio Vascular and Thoracic Surgery Direct 6 years course Part 2 Final,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardio Vascular and Thoracic Surgery Direct 6 years course Part 2 Final Paper 3.pdf
Cardio Vascular And Thoracic Surgery Direct 6 Years Course Part 2 Final,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardio Vascular And Thoracic Surgery Direct 6 Years Course Part 2 Final paper 2.pdf
Cardio Vascular and Thoracic Surgery Direct 6 years course Part 1,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardio Vascular and Thoracic Surgery Direct 6 years course Part 1 Paper 2.pdf
Cardio Vascular and Thoracic Surgery Direct 6 years course Part 1,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardio Vascular and Thoracic Surgery Direct 6 years course Part 1 Paper 1.pdf
Cardiac Anaesthesia,2025,October,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardiac Anaesthesia Paper3.pdf
Cardiac Anaesthesia,2025,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardiac Anaesthesia Paper2.pdf
Cardiac Anaesthesia,2025,October,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_OCT25/DrNB Cardiac Anaesthesia Paper1.pdf
General Surgery,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Vascular Surgery Paper3.pdf
General Surgery,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Urology Paper3.pdf
General Surgery,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Thoracic Surgery Paper3.pdf
General Surgery,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Surgical Oncology Paper3.pdf
Gastroenterology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Surgical Gastroenterology Paper3.pdf
Plastic and Reconstructive Surgery,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Plastic and Reconstructive Surgery Paper3.pdf
Plastic and Reconstructive Surgery Direct 6 years course Part 2,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Plastic and Reconstructive Surgery Direct 6 years course Part 2 Paper3.pdf
General Surgery,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Paediatric Surgery Paper3.pdf
PAEDIATRIC CRITICAL CARE,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB PAEDIATRIC CRITICAL CARE Paper3.pdf
Paediatric Cardiology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Paediatric Cardiology Paper3.pdf
Neurology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neurology Paper3.pdf
Neuro Surgery,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Surgery Paper3.pdf
Neuro Surgery Direct 6 years course Part 2,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Surgery Direct 6 years course Part 2 Paper3.pdf
Neuro Anaesthesia,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Anaesthesia Paper3.pdf
Nephrology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Nephrology Paper3.pdf
Pediatrics,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neonatology Paper3.pdf
General Medicine,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Oncology Paper3.pdf
Medical Genetics,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Genetics Paper3.pdf
Medical Gastroenterology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Gastroenterology Paper3.pdf
Radiology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB INTERVENTIONAL RADIOLOGY Paper3.pdf
Obstetrics & Gynecology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB GYNAECOLOGICAL ONCOLOGY Paper3.pdf
Endocrinology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Endocrinology Paper3.pdf
Emergency Medicine,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB CRITICAL CARE MEDICINE Paper3.pdf
Clinical Immunology and Rheumatology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Clinical Immunology and Rheumatology Paper3.pdf
General Medicine,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB CLINICAL HAEMATOLOGY Paper3.pdf
Cardiology,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardiology Paper3.pdf
Cardio Vascular and Thoracic Surgery,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardio Vascular and Thoracic Surgery Paper3.pdf
Cardio Vascular and Thoracic Surgery Direct 6 years course Part 2,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardio Vascular and Thoracic Surgery Direct 6 years course Part 2 Paper3.pdf
Cardiac Anaesthesia,2025,January,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardiac Anaesthesia Paper3.pdf
General Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Vascular Surgery Paper2.pdf
General Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Urology Paper2.pdf
General Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Thoracic Surgery Paper2.pdf
General Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Surgical Oncology Paper2.pdf
Gastroenterology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Surgical Gastroenterology Paper2.pdf
Plastic and Reconstructive Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Plastic and Reconstructive Surgery Paper2.pdf
Plastic and Reconstructive Surgery Direct 6 years course Part 2,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Plastic and Reconstructive Surgery Direct 6 years course Part 2 Paper2.pdf
Plastic and Reconstructive Surgery Direct 6 years course Part 1,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Plastic and Reconstructive Surgery Direct 6 years course Part 1 Paper2.pdf
General Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Paediatric Surgery Paper2.pdf
General Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Paediatric Surgery Direct 6 years course Part 1 Paper2.pdf
PAEDIATRIC CRITICAL CARE,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB PAEDIATRIC CRITICAL CARE Paper2.pdf
Paediatric Cardiology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Paediatric Cardiology Paper2.pdf
Neurology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neurology Paper2.pdf
Neuro Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Surgery Paper2.pdf
Neuro Surgery Direct 6 years course Part 2,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Surgery Direct 6 years course Part 2 Paper2.pdf
Neuro Surgery Direct 6 years course Part 1,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Surgery Direct 6 years course Part 1 Paper2.pdf
Neuro Anaesthesia,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Anaesthesia Paper2.pdf
Nephrology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Nephrology Paper2.pdf
Pediatrics,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neonatology Paper2.pdf
General Medicine,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Oncology Paper2.pdf
Medical Genetics,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Genetics Paper2.pdf
Medical Gastroenterology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Gastroenterology Paper2.pdf
Radiology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB INTERVENTIONAL RADIOLOGY Paper2.pdf
Obstetrics & Gynecology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB GYNAECOLOGICAL ONCOLOGY Paper2.pdf
Endocrinology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Endocrinology Paper2.pdf
Emergency Medicine,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB CRITICAL CARE MEDICINE Paper2.pdf
Clinical Immunology and Rheumatology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Clinical Immunology and Rheumatology Paper2.pdf
General Medicine,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB CLINICAL HAEMATOLOGY Paper2.pdf
Cardiology,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardiology Paper2.pdf
Cardio Vascular and Thoracic Surgery,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardio Vascular and Thoracic Surgery Paper2.pdf
Cardio Vascular and Thoracic Surgery Direct 6 years course Part 2,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardio Vascular and Thoracic Surgery Direct 6 years course Part 2 Paper2.pdf
Cardio Vascular and Thoracic Surgery Direct 6 years course Part 1,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardio Vascular and Thoracic Surgery Direct 6 years course Part 1 Paper2.pdf
Cardiac Anaesthesia,2025,January,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Cardiac Anaesthesia Paper2.pdf
General Surgery,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Vascular Surgery Paper1.pdf
General Surgery,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Urology Paper1.pdf
General Surgery,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Thoracic Surgery Paper1.pdf
General Surgery,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Surgical Oncology Paper1.pdf
Gastroenterology,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Surgical Gastroenterology Paper1.pdf
Plastic and Reconstructive Surgery,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Plastic and Reconstructive Surgery Paper1.pdf
Plastic and Reconstructive Surgery Direct 6 years course Part 1,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Plastic and Reconstructive Surgery Direct 6 years course Part 1 Paper1.pdf
General Surgery,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Paediatric Surgery Paper1.pdf
General Surgery,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Paediatric Surgery Direct 6 years course Part 1 Paper1.pdf
PAEDIATRIC CRITICAL CARE,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB PAEDIATRIC CRITICAL CARE Paper1.pdf
Paediatric Cardiology,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Paediatric Cardiology Paper1.pdf
Neurology,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neurology Paper1.pdf
Neuro Surgery,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Surgery Paper1.pdf
Neuro Surgery Direct 6 years course Part 1,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Surgery Direct 6 years course Part 1 Paper1.pdf
Neuro Anaesthesia,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neuro Anaesthesia Paper1.pdf
Nephrology,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Nephrology Paper1.pdf
Pediatrics,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Neonatology Paper1.pdf
General Medicine,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Oncology Paper1.pdf
Medical Genetics,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Genetics Paper1.pdf
Medical Gastroenterology,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Medical Gastroenterology Paper1.pdf
Radiology,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB INTERVENTIONAL RADIOLOGY Paper1.pdf
Obstetrics & Gynecology,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB GYNAECOLOGICAL ONCOLOGY Paper1.pdf
Endocrinology,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB Endocrinology Paper1.pdf
Emergency Medicine,2025,January,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DrNB_JAN25/DrNB CRITICAL CARE MEDICINE Paper1.pdf
